Epoch 0 Train results for TCGA-BRCA: accuracy: 35.455197704081634 recall: 35.455197704081634  precision: 27.439767146013576 fmeasure: 0.26868756212775885 mcc: -0.023192361965416568 loss: tensor(1.0973, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-KIRP: accuracy: 71.33203125 recall: 71.33203125  precision: 77.33812569030087 fmeasure: 0.6972254390469251 mcc: 0.5624422267869652 loss: tensor(0.8369, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-LIHC: accuracy: 75.02668513808139 recall: 75.02668513808139  precision: 77.33791125340262 fmeasure: 0.743730216202139 mcc: 0.5681570869549222 loss: tensor(0.7921, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-LUAD: accuracy: 79.05811403508773 recall: 79.05811403508773  precision: 84.02405939276996 fmeasure: 0.7867174869883587 mcc: 0.6921836924972281 loss: tensor(0.7600, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-LUSC: accuracy: 77.87335623522459 recall: 77.87335623522459  precision: 81.77583675702304 fmeasure: 0.7750055920741918 mcc: 0.6767262712589093 loss: tensor(0.7720, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-PRAD: accuracy: 72.07969592219358 recall: 72.07969592219358  precision: 77.40873683188839 fmeasure: 0.7037797819043841 mcc: 0.5684794846646737 loss: tensor(0.8286, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-THCA: accuracy: 74.57229233708769 recall: 74.57229233708769  precision: 80.57404988776192 fmeasure: 0.6970996480649896 mcc: 0.48489888039676726 loss: tensor(0.8061, grad_fn=<DivBackward0>)
Epoch 13 Train results for TCGA-UCEC: accuracy: 77.41464120370371 recall: 77.41464120370371  precision: 79.06224022428414 fmeasure: 0.7717273142181791 mcc: 0.6505140759181763 loss: tensor(0.7736, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-BRCA: accuracy: 85.79799107142857 recall: 85.79799107142857  precision: 87.90418411502608 fmeasure: 0.8581425474512471 mcc: 0.7904637049775614 loss: tensor(0.6926, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-KIRC: accuracy: 77.06374903655582 recall: 77.06374903655582  precision: 83.3830183571466 fmeasure: 0.7718170073587531 mcc: 0.6828032393805872 loss: tensor(0.7800, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-KIRP: accuracy: 74.27734375 recall: 74.27734375  precision: 77.33986381775802 fmeasure: 0.7404421432719953 mcc: 0.621088701077635 loss: tensor(0.8079, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-LIHC: accuracy: 75.82667151162791 recall: 75.82667151162791  precision: 77.48634150527573 fmeasure: 0.7476948654032691 mcc: 0.5917388031506575 loss: tensor(0.7814, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-LUAD: accuracy: 77.40378289473684 recall: 77.40378289473684  precision: 82.24812894237607 fmeasure: 0.7693238239251922 mcc: 0.6638956238531845 loss: tensor(0.7760, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-LUSC: accuracy: 85.34648345153664 recall: 85.34648345153664  precision: 86.04533504623383 fmeasure: 0.8508252921261381 mcc: 0.7814946708409855 loss: tensor(0.6973, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-PRAD: accuracy: 75.80340403093508 recall: 75.80340403093508  precision: 78.3542054508392 fmeasure: 0.75389788154739 mcc: 0.6279703633444536 loss: tensor(0.7919, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-THCA: accuracy: 74.83501357602574 recall: 74.83501357602574  precision: 78.70082289775887 fmeasure: 0.7481171991429981 mcc: 0.5703254870860824 loss: tensor(0.8024, grad_fn=<DivBackward0>)
Epoch 14 Train results for TCGA-UCEC: accuracy: 79.07986111111111 recall: 79.07986111111111  precision: 80.58989042316537 fmeasure: 0.7878000018563086 mcc: 0.6781122095485079 loss: tensor(0.7578, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-BRCA: accuracy: 82.71816539115646 recall: 82.71816539115646  precision: 84.51641675090184 fmeasure: 0.8245009335010767 mcc: 0.7449286075221532 loss: tensor(0.7238, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-KIRC: accuracy: 84.25327915106804 recall: 84.25327915106804  precision: 86.41818489824651 fmeasure: 0.8438144156891575 mcc: 0.7719978085338755 loss: tensor(0.7074, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-KIRP: accuracy: 76.62890625 recall: 76.62890625  precision: 79.30111424912897 fmeasure: 0.7642213566072964 mcc: 0.6571486269370834 loss: tensor(0.7843, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-LIHC: accuracy: 79.1259765625 recall: 79.1259765625  precision: 80.00060302125148 fmeasure: 0.7864378064563242 mcc: 0.6390469974857098 loss: tensor(0.7540, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-LUAD: accuracy: 79.69791666666667 recall: 79.69791666666667  precision: 81.3497889420704 fmeasure: 0.7906733262365178 mcc: 0.694236010226193 loss: tensor(0.7537, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-LUSC: accuracy: 83.21790041371158 recall: 83.21790041371158  precision: 84.04348435821082 fmeasure: 0.8261574042250942 mcc: 0.7514601914486121 loss: tensor(0.7188, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-PRAD: accuracy: 79.59430659714086 recall: 79.59430659714086  precision: 81.36487919295375 fmeasure: 0.7941473489833355 mcc: 0.679812192486405 loss: tensor(0.7540, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-THCA: accuracy: 80.27108055108607 recall: 80.27108055108607  precision: 82.0711261843348 fmeasure: 0.803896213897708 mcc: 0.641218368226362 loss: tensor(0.7475, grad_fn=<DivBackward0>)
Epoch 15 Train results for TCGA-UCEC: accuracy: 78.83680555555556 recall: 78.83680555555556  precision: 80.47756580749744 fmeasure: 0.7861877825147291 mcc: 0.6718078743207778 loss: tensor(0.7597, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-BRCA: accuracy: 83.12074829931973 recall: 83.12074829931973  precision: 86.28463816175315 fmeasure: 0.8283928700171785 mcc: 0.7548769163165427 loss: tensor(0.7203, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-KIRC: accuracy: 81.22522572120678 recall: 81.22522572120678  precision: 85.23690749526268 fmeasure: 0.8137104253788676 mcc: 0.7350151808351387 loss: tensor(0.7386, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-KIRP: accuracy: 69.47265625 recall: 69.47265625  precision: 74.8357204390725 fmeasure: 0.6792748866152041 mcc: 0.5316261858503645 loss: tensor(0.8559, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-LIHC: accuracy: 78.01371729651163 recall: 78.01371729651163  precision: 78.66383134783274 fmeasure: 0.7773910650131471 mcc: 0.6185526070601108 loss: tensor(0.7612, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-LUAD: accuracy: 75.30674342105263 recall: 75.30674342105263  precision: 79.2647648256069 fmeasure: 0.7500104875062609 mcc: 0.6376151320550034 loss: tensor(0.7974, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-LUSC: accuracy: 79.11679964539007 recall: 79.11679964539007  precision: 80.60528861216693 fmeasure: 0.7787271899015533 mcc: 0.6973363091505598 loss: tensor(0.7595, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-PRAD: accuracy: 78.40174229552379 recall: 78.40174229552379  precision: 80.5690808032593 fmeasure: 0.7823606854848046 mcc: 0.6737497183801452 loss: tensor(0.7666, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-THCA: accuracy: 75.8532155068383 recall: 75.8532155068383  precision: 80.46617834214726 fmeasure: 0.7653857563885933 mcc: 0.5939199148451283 loss: tensor(0.7919, grad_fn=<DivBackward0>)
Epoch 16 Train results for TCGA-UCEC: accuracy: 81.39322916666667 recall: 81.39322916666667  precision: 82.2906538745463 fmeasure: 0.8137749411754867 mcc: 0.7130315970557695 loss: tensor(0.7377, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-BRCA: accuracy: 80.71455144557822 recall: 80.71455144557822  precision: 83.73000041731116 fmeasure: 0.8054955182125054 mcc: 0.7195061747791774 loss: tensor(0.7434, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-KIRC: accuracy: 82.77301599317332 recall: 82.77301599317332  precision: 85.96067633771216 fmeasure: 0.8295758049367257 mcc: 0.7525053870018115 loss: tensor(0.7233, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-KIRP: accuracy: 80.15625 recall: 80.15625  precision: 81.4602654270571 fmeasure: 0.8014509945368617 mcc: 0.6931761255196724 loss: tensor(0.7487, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-LIHC: accuracy: 78.5843250363372 recall: 78.5843250363372  precision: 79.96410946740895 fmeasure: 0.7805523119245712 mcc: 0.6341046630171635 loss: tensor(0.7571, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-LUAD: accuracy: 82.12746710526316 recall: 82.12746710526316  precision: 84.55652385623206 fmeasure: 0.818941991058619 mcc: 0.7358477083060109 loss: tensor(0.7298, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-LUSC: accuracy: 84.03885933806147 recall: 84.03885933806147  precision: 84.61361194873949 fmeasure: 0.8358197423087983 mcc: 0.7596380005235406 loss: tensor(0.7106, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-PRAD: accuracy: 80.05752724396531 recall: 80.05752724396531  precision: 81.41154686082898 fmeasure: 0.7989867874424864 mcc: 0.6950894303642147 loss: tensor(0.7496, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-THCA: accuracy: 77.9788691673371 recall: 77.9788691673371  precision: 81.46958885724779 fmeasure: 0.7827895233952792 mcc: 0.6163961029300634 loss: tensor(0.7708, grad_fn=<DivBackward0>)
Epoch 17 Train results for TCGA-UCEC: accuracy: 79.68460648148148 recall: 79.68460648148148  precision: 81.40266646326236 fmeasure: 0.7927599279988811 mcc: 0.6889289206468386 loss: tensor(0.7516, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-BRCA: accuracy: 81.62999574829931 recall: 81.62999574829931  precision: 83.58792154971434 fmeasure: 0.8156781453226108 mcc: 0.733018428527349 loss: tensor(0.7325, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-KIRC: accuracy: 75.94013226712178 recall: 75.94013226712178  precision: 77.61862882312727 fmeasure: 0.7511776972377341 mcc: 0.6477650017493775 loss: tensor(0.7909, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-KIRP: accuracy: 74.4375 recall: 74.4375  precision: 76.7125208961966 fmeasure: 0.7365938010931667 mcc: 0.6115198511480647 loss: tensor(0.8061, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-LIHC: accuracy: 78.94031613372093 recall: 78.94031613372093  precision: 79.82497116191371 fmeasure: 0.7842709271539613 mcc: 0.6412320784310416 loss: tensor(0.7528, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-LUAD: accuracy: 83.31633771929825 recall: 83.31633771929825  precision: 84.61714208559872 fmeasure: 0.8319550126280523 mcc: 0.745891184146025 loss: tensor(0.7178, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-LUSC: accuracy: 85.75511598699762 recall: 85.75511598699762  precision: 86.06267438036829 fmeasure: 0.8568196825076559 mcc: 0.7847053866224265 loss: tensor(0.6936, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-PRAD: accuracy: 78.72755302320131 recall: 78.72755302320131  precision: 80.78434624210671 fmeasure: 0.785109727059026 mcc: 0.6705005201616356 loss: tensor(0.7636, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-THCA: accuracy: 76.06911202735317 recall: 76.06911202735317  precision: 79.85263796923525 fmeasure: 0.7548655632362595 mcc: 0.5657117543638942 loss: tensor(0.7893, grad_fn=<DivBackward0>)
Epoch 18 Train results for TCGA-UCEC: accuracy: 80.28645833333333 recall: 80.28645833333333  precision: 81.6711198047895 fmeasure: 0.8014451542604077 mcc: 0.6967573891802389 loss: tensor(0.7458, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-BRCA: accuracy: 82.01530612244899 recall: 82.01530612244899  precision: 84.50954225191252 fmeasure: 0.819976733735647 mcc: 0.7354862116322168 loss: tensor(0.7308, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-KIRC: accuracy: 62.495870953534464 recall: 62.495870953534464  precision: 77.9726511939564 fmeasure: 0.5995704863016723 mcc: 0.5034704593639817 loss: tensor(0.9257, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-KIRP: accuracy: 68.24609375 recall: 68.24609375  precision: 74.0850948047597 fmeasure: 0.6634995523845761 mcc: 0.5143602906488216 loss: tensor(0.8680, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-LIHC: accuracy: 76.70841660610465 recall: 76.70841660610465  precision: 78.38425318959796 fmeasure: 0.7602189039976376 mcc: 0.6051325760623611 loss: tensor(0.7736, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-LUAD: accuracy: 84.88103070175438 recall: 84.88103070175438  precision: 86.27179172329124 fmeasure: 0.8489733458853733 mcc: 0.7721401194586426 loss: tensor(0.7027, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-LUSC: accuracy: 71.10252290189126 recall: 71.10252290189126  precision: 74.99441282658483 fmeasure: 0.7002346646660307 mcc: 0.5799934214203519 loss: tensor(0.8399, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-PRAD: accuracy: 78.44678272205296 recall: 78.44678272205296  precision: 80.85258754486934 fmeasure: 0.7794169781704515 mcc: 0.6614232977527548 loss: tensor(0.7662, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-THCA: accuracy: 78.82674225663717 recall: 78.82674225663717  precision: 81.18800042772226 fmeasure: 0.7871389395784348 mcc: 0.623515475903612 loss: tensor(0.7620, grad_fn=<DivBackward0>)
Epoch 19 Train results for TCGA-UCEC: accuracy: 80.82320601851852 recall: 80.82320601851852  precision: 81.78475353161235 fmeasure: 0.8087375197593257 mcc: 0.7035201753822398 loss: tensor(0.7363, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-BRCA: accuracy: 81.36825042517007 recall: 81.36825042517007  precision: 83.42672640045599 fmeasure: 0.8137094458924276 mcc: 0.728012620037859 loss: tensor(0.7377, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-KIRC: accuracy: 81.54548488768994 recall: 81.54548488768994  precision: 82.57803999382278 fmeasure: 0.8126107278870455 mcc: 0.7259222055574401 loss: tensor(0.7357, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-KIRP: accuracy: 80.00390625 recall: 80.00390625  precision: 81.31788198038501 fmeasure: 0.7999172652233063 mcc: 0.6939178031233912 loss: tensor(0.7508, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-LIHC: accuracy: 79.05046329941861 recall: 79.05046329941861  precision: 79.57347096730099 fmeasure: 0.7876601521865482 mcc: 0.6353040814761046 loss: tensor(0.7470, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-LUAD: accuracy: 84.43146929824562 recall: 84.43146929824562  precision: 85.35745729778326 fmeasure: 0.8427196444735418 mcc: 0.7616695982134025 loss: tensor(0.7069, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-LUSC: accuracy: 82.67582742316785 recall: 82.67582742316785  precision: 83.86030904200601 fmeasure: 0.8246340880345145 mcc: 0.7426425672215163 loss: tensor(0.7247, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-PRAD: accuracy: 77.94538756737755 recall: 77.94538756737755  precision: 80.25240418605401 fmeasure: 0.7766231252127787 mcc: 0.6596799111207543 loss: tensor(0.7716, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-THCA: accuracy: 74.35231043845535 recall: 74.35231043845535  precision: 79.85543224072818 fmeasure: 0.7474600016969294 mcc: 0.5718789814505019 loss: tensor(0.8064, grad_fn=<DivBackward0>)
Epoch 20 Train results for TCGA-UCEC: accuracy: 79.50954861111111 recall: 79.50954861111111  precision: 81.44123011373935 fmeasure: 0.7897430275729492 mcc: 0.6825936109064038 loss: tensor(0.7557, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-BRCA: accuracy: 79.57722151360544 recall: 79.57722151360544  precision: 83.98646584443301 fmeasure: 0.7890281889972598 mcc: 0.7046567141867778 loss: tensor(0.7543, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-KIRC: accuracy: 81.15623623651179 recall: 81.15623623651179  precision: 84.94741371456105 fmeasure: 0.813637669432865 mcc: 0.7318285655322413 loss: tensor(0.7391, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-KIRP: accuracy: 72.98046875 recall: 72.98046875  precision: 77.89985352588278 fmeasure: 0.7123362355870028 mcc: 0.581583744436738 loss: tensor(0.8212, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-LIHC: accuracy: 80.24618459302326 recall: 80.24618459302326  precision: 80.46596235831036 fmeasure: 0.8010870960679933 mcc: 0.6568183223264297 loss: tensor(0.7392, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-LUAD: accuracy: 84.3516995614035 recall: 84.3516995614035  precision: 84.93218000384734 fmeasure: 0.8398459178620632 mcc: 0.7582720676106859 loss: tensor(0.7076, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-LUSC: accuracy: 80.37917405437352 recall: 80.37917405437352  precision: 83.13036466166322 fmeasure: 0.8025468312082904 mcc: 0.7102408048787942 loss: tensor(0.7472, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-PRAD: accuracy: 75.36865406022967 recall: 75.36865406022967  precision: 78.51671342098984 fmeasure: 0.7485841243668715 mcc: 0.6262846268673952 loss: tensor(0.7974, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-THCA: accuracy: 73.61159995977474 recall: 73.61159995977474  precision: 68.68326625752928 fmeasure: 0.6959369068546422 mcc: 0.49882393203723774 loss: tensor(0.8146, grad_fn=<DivBackward0>)
Epoch 21 Train results for TCGA-UCEC: accuracy: 78.27835648148148 recall: 78.27835648148148  precision: 81.19876280267482 fmeasure: 0.774386071945536 mcc: 0.6728035239055233 loss: tensor(0.7634, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-BRCA: accuracy: 81.64195365646258 recall: 81.64195365646258  precision: 84.67859004487191 fmeasure: 0.8137101181500727 mcc: 0.7352708812883648 loss: tensor(0.7348, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-KIRC: accuracy: 69.43748623651179 recall: 69.43748623651179  precision: 75.22887892077001 fmeasure: 0.6775409311584812 mcc: 0.5583169637796012 loss: tensor(0.8567, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-KIRP: accuracy: 72.49609375 recall: 72.49609375  precision: 76.735024177464 fmeasure: 0.6968576252476387 mcc: 0.567412034021137 loss: tensor(0.8260, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-LIHC: accuracy: 76.63176780523256 recall: 76.63176780523256  precision: 77.79413655409246 fmeasure: 0.7549402293113546 mcc: 0.5979183373292588 loss: tensor(0.7725, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-LUAD: accuracy: 82.83634868421052 recall: 82.83634868421052  precision: 84.13459328271179 fmeasure: 0.8276463098641729 mcc: 0.7388214856843681 loss: tensor(0.7227, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-LUSC: accuracy: 77.53813903664303 recall: 77.53813903664303  precision: 79.15650483627222 fmeasure: 0.7661647985366856 mcc: 0.6666384839361414 loss: tensor(0.7764, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-PRAD: accuracy: 73.22209324466837 recall: 73.22209324466837  precision: 76.22365421483865 fmeasure: 0.7295398699368068 mcc: 0.5935292431094968 loss: tensor(0.8188, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-THCA: accuracy: 80.90997083668543 recall: 80.90997083668543  precision: 83.20366379645696 fmeasure: 0.8034093015828802 mcc: 0.6406828268761711 loss: tensor(0.7410, grad_fn=<DivBackward0>)
Epoch 22 Train results for TCGA-UCEC: accuracy: 78.76302083333333 recall: 78.76302083333333  precision: 81.03518318493227 fmeasure: 0.7822963141980074 mcc: 0.6721747686013928 loss: tensor(0.7595, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-BRCA: accuracy: 72.52869897959184 recall: 72.52869897959184  precision: 77.68509075426773 fmeasure: 0.720687112478608 mcc: 0.6065505123189929 loss: tensor(0.8258, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-KIRC: accuracy: 71.5786548942964 recall: 71.5786548942964  precision: 80.14494139596782 fmeasure: 0.7170887495326239 mcc: 0.610435707038673 loss: tensor(0.8352, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-KIRP: accuracy: 76.47265625 recall: 76.47265625  precision: 78.43714502655325 fmeasure: 0.7597544391933803 mcc: 0.6364983389407158 loss: tensor(0.7863, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-LIHC: accuracy: 76.91338117732558 recall: 76.91338117732558  precision: 78.49456082394394 fmeasure: 0.7627219961702469 mcc: 0.6037968380399428 loss: tensor(0.7723, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-LUAD: accuracy: 77.01918859649122 recall: 77.01918859649122  precision: 82.02442451168217 fmeasure: 0.7670271198116909 mcc: 0.6718912710211992 loss: tensor(0.7808, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-LUSC: accuracy: 81.70388223995272 recall: 81.70388223995272  precision: 83.13166182744267 fmeasure: 0.8127514230277366 mcc: 0.729809432839597 loss: tensor(0.7344, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-PRAD: accuracy: 75.29560068549331 recall: 75.29560068549331  precision: 78.11022768962746 fmeasure: 0.7487788011527985 mcc: 0.6334712269168148 loss: tensor(0.7980, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-THCA: accuracy: 76.58481244971841 recall: 76.58481244971841  precision: 80.84449686674344 fmeasure: 0.7691784708338051 mcc: 0.6184033501938212 loss: tensor(0.7848, grad_fn=<DivBackward0>)
Epoch 23 Train results for TCGA-UCEC: accuracy: 82.85734953703704 recall: 82.85734953703704  precision: 83.59426360192538 fmeasure: 0.8286767725689401 mcc: 0.7330068192433935 loss: tensor(0.7199, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-BRCA: accuracy: 83.04767219387756 recall: 83.04767219387756  precision: 84.95876280433798 fmeasure: 0.8313844570796282 mcc: 0.7494218075320125 loss: tensor(0.7206, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-KIRC: accuracy: 80.26496435256551 recall: 80.26496435256551  precision: 83.31856922187768 fmeasure: 0.8038912642146032 mcc: 0.7142764807965755 loss: tensor(0.7490, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-KIRP: accuracy: 57.515625 recall: 57.515625  precision: 65.67397248736779 fmeasure: 0.5534810581255419 mcc: 0.3791673875967282 loss: tensor(0.9754, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-LIHC: accuracy: 75.0732421875 recall: 75.0732421875  precision: 75.67210298917216 fmeasure: 0.7343100392238181 mcc: 0.57124852744906 loss: tensor(0.7919, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-LUAD: accuracy: 79.17927631578948 recall: 79.17927631578948  precision: 81.64098618630106 fmeasure: 0.7872409332423898 mcc: 0.6890818458117917 loss: tensor(0.7591, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-LUSC: accuracy: 81.33588209219857 recall: 81.33588209219857  precision: 82.51208424552094 fmeasure: 0.809934120141317 mcc: 0.7253101991084219 loss: tensor(0.7377, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-PRAD: accuracy: 80.09799039137567 recall: 80.09799039137567  precision: 81.84933044434246 fmeasure: 0.796587927084255 mcc: 0.6829332482497334 loss: tensor(0.7498, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-THCA: accuracy: 76.17281777956556 recall: 76.17281777956556  precision: 79.19756809874738 fmeasure: 0.7517702406093666 mcc: 0.5578349842036009 loss: tensor(0.7884, grad_fn=<DivBackward0>)
Epoch 24 Train results for TCGA-UCEC: accuracy: 77.98466435185185 recall: 77.98466435185185  precision: 80.58739146271897 fmeasure: 0.7741804687039404 mcc: 0.661161725556356 loss: tensor(0.7681, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-BRCA: accuracy: 82.9360650510204 recall: 82.9360650510204  precision: 86.80042356458925 fmeasure: 0.8288673610931465 mcc: 0.7556514662681935 loss: tensor(0.7216, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-KIRC: accuracy: 77.50400861594362 recall: 77.50400861594362  precision: 82.28165465882675 fmeasure: 0.7763160115503158 mcc: 0.6818362386228308 loss: tensor(0.7754, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-KIRP: accuracy: 70.24609375 recall: 70.24609375  precision: 74.59816161358349 fmeasure: 0.697361678353816 mcc: 0.5608090129489425 loss: tensor(0.8482, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-LIHC: accuracy: 76.71693313953489 recall: 76.71693313953489  precision: 78.19710165355411 fmeasure: 0.7576125519264232 mcc: 0.6126456722764164 loss: tensor(0.7745, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-LUAD: accuracy: 82.20010964912281 recall: 82.20010964912281  precision: 84.35870080854193 fmeasure: 0.8195116477946546 mcc: 0.7283959318264014 loss: tensor(0.7292, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-LUSC: accuracy: 81.46609042553192 recall: 81.46609042553192  precision: 84.50994448952291 fmeasure: 0.8141881720412747 mcc: 0.7307994039950505 loss: tensor(0.7366, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-PRAD: accuracy: 80.14577718537615 recall: 80.14577718537615  precision: 81.14992223948461 fmeasure: 0.8000763559719745 mcc: 0.6889357692611194 loss: tensor(0.7499, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-THCA: accuracy: 72.7564988938053 recall: 72.7564988938053  precision: 79.49691579925488 fmeasure: 0.7353332196272269 mcc: 0.5491957761988103 loss: tensor(0.8234, grad_fn=<DivBackward0>)
Epoch 25 Train results for TCGA-UCEC: accuracy: 81.70138888888889 recall: 81.70138888888889  precision: 82.49476355784273 fmeasure: 0.8171493716311157 mcc: 0.7180736664355947 loss: tensor(0.7301, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-BRCA: accuracy: 81.23937074829931 recall: 81.23937074829931  precision: 83.33423248099582 fmeasure: 0.8097154745163789 mcc: 0.7224230116847439 loss: tensor(0.7382, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-KIRC: accuracy: 77.752267534684 recall: 77.752267534684  precision: 84.44877530646768 fmeasure: 0.7852460238360219 mcc: 0.6947348714317205 loss: tensor(0.7732, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-KIRP: accuracy: 78.32421875 recall: 78.32421875  precision: 80.28440140295456 fmeasure: 0.7815986323761106 mcc: 0.669349425099233 loss: tensor(0.7678, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-LIHC: accuracy: 81.23580577761628 recall: 81.23580577761628  precision: 81.6206804279062 fmeasure: 0.8094945954765206 mcc: 0.6705542260341166 loss: tensor(0.7290, grad_fn=<DivBackward0>)
